order_id,customer_id,product_id,order_date,quantity
384,499,184,2024-05-17,5
385,346,202,2024-06-19,2
386,411,287,2024-05-26,1
387,231,320,2024-08-08,5
388,206,319,2024-06-06,2
389,621,310,2024-06-11,5
390,488,236,2024-08-26,2
391,43,700,2024-07-03,5
392,414,2,2024-05-13,2
393,118,315,2024-05-05,3
394,164,982,2024-08-21,2
395,104,575,2024-08-19,4
396,381,653,2024-08-29,4
397,513,752,2024-05-02,4
398,123,142,2024-05-06,1
399,468,316,2024-05-23,2
400,97,839,2024-07-02,3
401,459,318,2024-05-24,3
402,285,767,2024-05-16,4
403,299,134,2024-07-13,2
404,326,908,2024-06-06,2
405,285,68,2024-06-28,5
406,150,964,2024-08-17,1
407,556,684,2024-07-08,2
408,828,674,2024-05-30,2
409,77,139,2024-05-12,4
410,422,111,2024-07-04,2
411,130,504,2024-07-30,5
412,438,332,2024-08-17,3
413,159,489,2024-06-25,1
414,611,332,2024-05-27,1
415,984,612,2024-05-31,2
416,553,89,2024-05-02,5
417,119,586,2024-08-12,4
418,544,749,2024-08-16,5
419,540,430,2024-08-17,2
420,413,665,2024-07-29,5
421,466,275,2024-07-19,2
422,783,675,2024-06-27,5
423,581,167,2024-08-05,5
424,358,470,2024-08-20,5
425,294,222,2024-08-28,3
426,593,719,2024-08-03,3
427,605,69,2024-07-24,2
428,413,688,2024-07-26,1
429,738,180,2024-08-28,5
430,349,446,2024-07-10,3
431,153,982,2024-06-01,4
432,797,182,2024-07-17,2
433,388,894,2024-07-20,4
434,747,819,2024-07-18,4
435,838,54,2024-08-08,4
436,919,6,2024-05-22,1
437,209,38,2024-05-10,2
438,288,170,2024-08-16,2
439,56,786,2024-08-27,1
440,335,26,2024-07-27,2
441,473,708,2024-06-13,2
442,767,281,2024-06-14,4
443,913,264,2024-06-04,2
444,857,34,2024-05-31,2
445,499,416,2024-06-28,5
446,818,635,2024-05-09,2
447,394,470,2024-06-26,3
448,407,656,2024-08-28,1
449,805,822,2024-05-25,3
450,202,152,2024-08-09,1
451,540,423,2024-05-26,5
452,308,171,2024-08-10,5
453,54,32,2024-07-16,3
454,559,662,2024-06-01,2
455,836,648,2024-08-18,2
456,650,863,2024-07-11,4
457,18,236,2024-07-10,5
458,937,39,2024-08-11,5
459,344,104,2024-05-14,5
460,908,778,2024-06-05,5
461,910,735,2024-08-24,5
462,478,378,2024-05-22,3
463,242,11,2024-08-03,2
464,687,972,2024-05-29,5
465,405,695,2024-07-23,4
466,161,995,2024-06-29,1
467,81,559,2024-08-28,2
468,56,594,2024-05-03,2
469,538,165,2024-05-09,2
470,807,904,2024-08-22,2
471,466,644,2024-05-17,1
472,298,576,2024-07-30,3
473,880,798,2024-07-11,2
474,465,842,2024-08-20,3
475,102,835,2024-07-20,4
476,308,752,2024-06-23,3
477,823,984,2024-06-11,4
478,244,822,2024-05-23,5
479,524,412,2024-07-01,1
480,852,578,2024-07-03,3
481,295,354,2024-07-13,5
482,887,510,2024-07-25,1
483,495,544,2024-06-30,4
484,920,523,2024-05-02,4
485,831,933,2024-08-15,3
486,672,917,2024-06-01,2
487,253,98,2024-06-22,3
488,873,604,2024-08-26,5
489,8,743,2024-07-17,2
490,881,417,2024-06-21,2
491,401,326,2024-08-21,1
492,13,198,2024-06-23,1
493,173,484,2024-05-19,5
494,638,448,2024-06-14,2
495,956,207,2024-07-11,4
496,324,617,2024-07-19,4
497,616,770,2024-07-18,5
498,443,425,2024-07-26,5
499,116,951,2024-06-18,5
500,497,128,2024-07-14,2
501,477,973,2024-05-24,3
502,800,700,2024-08-16,2
503,639,63,2024-06-20,4
504,227,496,2024-06-10,2
505,176,319,2024-08-02,1
506,412,786,2024-05-18,5
507,352,242,2024-06-25,2
508,800,605,2024-08-08,3
509,606,748,2024-07-24,2
510,863,613,2024-08-11,4
511,567,392,2024-07-30,2
512,386,824,2024-07-11,5
513,46,679,2024-07-25,4
514,255,569,2024-07-31,1
515,521,998,2024-05-21,3
516,30,567,2024-05-03,2
517,793,882,2024-07-17,4
518,803,267,2024-07-14,3
519,979,100,2024-05-30,1
520,203,357,2024-08-29,2
521,347,442,2024-07-15,2
522,735,982,2024-07-19,3
523,948,140,2024-08-13,2
524,49,773,2024-07-23,5
525,623,581,2024-05-17,5
526,776,919,2024-06-12,3
527,976,806,2024-06-24,2
528,851,466,2024-07-11,2
529,172,425,2024-05-30,5
530,737,22,2024-07-03,2
531,719,551,2024-05-22,3
532,211,605,2024-07-23,5
533,913,490,2024-08-13,5
534,939,102,2024-05-12,2
535,847,864,2024-05-30,3
536,860,668,2024-08-16,5
537,52,841,2024-08-06,4
538,799,32,2024-08-11,1
539,996,291,2024-06-11,5
540,841,998,2024-08-10,1
541,960,474,2024-08-23,2
542,847,330,2024-08-13,2
543,852,427,2024-05-26,4
544,871,377,2024-06-19,5
545,957,197,2024-05-19,3
546,617,568,2024-08-21,2
547,146,581,2024-06-07,2
548,786,304,2024-08-10,2
549,29,478,2024-07-01,3
550,98,4,2024-06-24,5
551,975,592,2024-07-19,3
552,137,571,2024-05-10,1
553,914,353,2024-08-19,2
554,778,233,2024-08-14,3
555,889,929,2024-08-05,3
556,500,242,2024-07-28,5
557,182,451,2024-08-13,4
558,828,683,2024-05-11,3
559,417,911,2024-06-09,1
560,325,994,2024-05-01,4
561,6,394,2024-06-03,4
562,102,191,2024-07-27,2
563,716,985,2024-08-19,4
564,18,807,2024-08-13,3
565,734,500,2024-05-24,4
566,185,868,2024-08-18,2
567,128,227,2024-05-28,5
568,835,164,2024-06-27,2
569,149,264,2024-08-20,3
570,533,407,2024-05-12,1
571,537,40,2024-05-28,4
572,444,92,2024-05-24,3
573,521,313,2024-07-06,3
574,828,301,2024-05-28,1
575,802,449,2024-06-28,3
576,25,703,2024-07-23,2
577,570,736,2024-07-23,3
578,422,242,2024-05-13,3
579,34,940,2024-05-08,3
580,67,578,2024-08-05,5
581,387,261,2024-07-23,3
582,419,426,2024-06-18,1
583,208,624,2024-06-03,4
584,693,752,2024-06-07,3
585,745,162,2024-06-30,2
586,859,743,2024-05-16,3
587,269,637,2024-06-13,2
588,304,885,2024-06-05,5
589,107,268,2024-08-24,4
590,189,552,2024-05-19,5
591,307,191,2024-08-17,5
592,249,647,2024-07-04,5
593,522,436,2024-07-19,1
594,535,671,2024-05-05,3
595,120,102,2024-07-27,1
596,406,82,2024-05-20,4
597,374,802,2024-07-25,1
598,134,314,2024-05-15,5
599,792,457,2024-06-15,4
600,189,731,2024-06-30,4
601,55,174,2024-06-20,3
602,856,854,2024-07-26,4
603,544,925,2024-05-10,4
604,110,131,2024-08-07,3
605,393,11,2024-05-07,4
606,759,474,2024-05-16,1
607,600,461,2024-08-04,2
608,880,893,2024-06-17,2
609,743,602,2024-05-03,2
610,150,609,2024-07-01,5
611,71,542,2024-07-13,5
612,203,238,2024-06-15,5
613,979,888,2024-06-24,1
614,51,774,2024-08-20,4
615,171,183,2024-07-24,2
616,252,133,2024-08-19,2
617,776,143,2024-06-24,4
618,251,303,2024-08-21,5
619,903,903,2024-07-23,4
620,415,459,2024-06-01,1
621,336,170,2024-05-18,3
622,58,654,2024-06-27,4
623,270,307,2024-06-26,2
624,32,475,2024-08-16,2
625,190,810,2024-08-01,2
626,132,88,2024-08-22,3
627,432,466,2024-06-02,1
628,971,162,2024-08-07,2
629,443,487,2024-05-15,2
630,833,985,2024-07-24,4
631,721,282,2024-06-24,3
632,868,991,2024-06-10,1
633,729,659,2024-06-11,5
634,94,492,2024-06-26,1
635,844,5,2024-06-05,1
636,980,597,2024-07-13,3
637,266,925,2024-07-16,2
638,581,69,2024-08-26,3
639,329,280,2024-08-26,3
640,963,655,2024-05-16,3
641,647,69,2024-06-13,1
642,19,646,2024-08-07,4
643,626,90,2024-06-14,4
644,695,137,2024-05-12,5
645,667,558,2024-08-07,1
646,339,498,2024-06-24,5
647,396,306,2024-07-28,3
648,652,118,2024-08-23,1
649,597,185,2024-06-06,2
650,817,366,2024-05-28,2
651,890,883,2024-07-18,4
652,111,86,2024-08-04,1
653,770,825,2024-08-15,2
654,569,432,2024-08-12,5
655,987,318,2024-05-14,5
656,498,868,2024-08-07,2
657,925,252,2024-08-21,1
658,806,812,2024-05-03,2
659,689,478,2024-05-19,4
660,401,474,2024-06-03,5
661,367,985,2024-07-18,1
662,208,159,2024-06-17,3
663,267,556,2024-07-28,4
664,579,521,2024-08-08,5
665,907,964,2024-05-21,4
666,860,330,2024-05-01,2
667,787,942,2024-07-10,5
668,895,854,2024-08-16,3
669,412,39,2024-06-10,1
670,543,675,2024-05-20,5
671,79,273,2024-07-06,1
672,836,992,2024-05-11,1
673,627,787,2024-08-15,2
674,165,704,2024-08-05,4
675,683,570,2024-08-28,5
676,290,227,2024-08-07,2
677,389,773,2024-05-13,5
678,543,504,2024-06-07,5
679,457,98,2024-07-26,4
680,330,16,2024-07-20,4
681,440,170,2024-05-04,1
682,728,902,2024-07-31,2
683,611,917,2024-06-19,4
684,897,329,2024-06-04,2
685,37,850,2024-07-11,3
686,119,677,2024-08-08,1
687,992,57,2024-08-24,3
688,968,306,2024-07-31,1
689,365,9,2024-08-22,2
690,425,784,2024-07-16,1
691,711,321,2024-06-11,5
692,699,206,2024-08-16,1
693,927,552,2024-07-24,4
694,909,801,2024-05-21,1
695,991,6,2024-07-12,1
696,865,440,2024-07-30,2
697,172,786,2024-06-09,3
698,646,544,2024-08-21,2
699,867,786,2024-08-03,1
700,408,190,2024-08-05,1
701,62,463,2024-08-03,3
702,752,275,2024-06-12,3
703,118,387,2024-05-12,5
704,822,621,2024-07-16,3
705,850,375,2024-08-15,3
706,771,62,2024-05-30,5
707,698,881,2024-06-09,5
708,242,727,2024-08-14,3
709,234,617,2024-05-27,5
710,792,3,2024-07-13,5
711,488,197,2024-05-26,4
712,943,374,2024-06-04,3
713,156,835,2024-06-05,4
714,188,366,2024-05-21,1
715,837,147,2024-05-23,5
716,504,118,2024-05-11,3
717,519,337,2024-08-26,1
718,954,471,2024-05-10,3
719,229,651,2024-08-29,3
720,180,467,2024-06-06,5
721,524,218,2024-08-16,3
722,773,155,2024-07-23,3
723,100,114,2024-08-09,5
724,42,313,2024-06-18,2
725,588,908,2024-05-16,1
726,357,276,2024-06-05,4
727,577,220,2024-05-01,5
728,925,685,2024-07-31,1
729,373,499,2024-06-20,2
730,689,441,2024-05-18,4
731,885,692,2024-05-27,2
732,98,783,2024-08-15,1
733,94,931,2024-08-15,5
734,712,965,2024-08-19,1
735,248,109,2024-08-24,5
736,368,789,2024-05-30,1
737,729,224,2024-07-26,3
738,67,957,2024-07-06,4
739,178,85,2024-06-28,2
740,701,35,2024-06-17,5
741,362,120,2024-07-08,4
742,605,693,2024-08-24,3
743,150,857,2024-08-29,3
744,723,137,2024-08-20,1
745,935,59,2024-07-22,2
746,502,132,2024-05-10,5
747,369,739,2024-06-30,1
748,234,990,2024-08-24,4
749,197,89,2024-05-18,3
750,121,856,2024-08-02,2
751,874,586,2024-06-25,1
752,783,743,2024-06-30,1
753,75,420,2024-05-17,4
754,479,392,2024-07-30,3
755,139,187,2024-05-14,2
756,531,512,2024-08-03,5
757,279,749,2024-07-06,4
758,788,393,2024-05-09,4
759,840,957,2024-05-06,2
760,774,536,2024-08-02,2
761,495,490,2024-06-17,5
762,247,557,2024-05-10,3
763,928,741,2024-05-17,3
764,390,810,2024-06-01,5
765,46,476,2024-08-04,2
766,398,238,2024-08-14,3
767,594,925,2024-06-28,3
768,593,206,2024-05-11,4
769,251,1,2024-05-14,1
770,606,811,2024-06-18,2
771,629,775,2024-06-18,2
772,951,906,2024-05-26,5
773,103,569,2024-08-09,3
774,268,472,2024-08-24,2
775,213,531,2024-08-13,2
776,539,908,2024-06-02,3
777,297,109,2024-06-01,2
778,843,304,2024-06-24,2
779,400,451,2024-06-26,4
780,365,647,2024-06-23,1
781,506,603,2024-08-04,2
782,624,202,2024-05-31,3
783,217,489,2024-06-24,2
784,457,992,2024-07-19,2
785,881,650,2024-07-20,3
786,125,785,2024-07-12,5
787,957,448,2024-05-18,5
788,680,415,2024-07-21,2
789,703,235,2024-05-07,3
790,299,891,2024-05-26,1
791,255,933,2024-08-25,1
792,519,455,2024-06-29,3
793,511,990,2024-07-28,5
794,767,96,2024-05-14,1
795,916,839,2024-08-15,3
796,720,654,2024-06-20,3
797,493,331,2024-05-28,5
798,207,639,2024-06-05,4
799,131,438,2024-05-29,5
800,971,599,2024-07-06,2
801,882,838,2024-05-24,2
802,757,748,2024-07-19,4
803,89,70,2024-08-20,1
804,574,109,2024-06-10,1
805,876,469,2024-06-17,1
806,598,66,2024-07-10,4
807,142,22,2024-08-27,3
808,412,146,2024-06-25,5
809,228,161,2024-05-03,1
810,344,896,2024-06-21,1
811,293,10,2024-07-03,3
812,586,231,2024-07-05,3
813,107,532,2024-06-15,2
814,284,389,2024-05-06,1
815,221,520,2024-06-16,4
816,682,727,2024-05-06,5
817,533,503,2024-05-20,3
818,381,772,2024-08-15,4
819,227,945,2024-06-21,3
820,675,684,2024-08-24,5
821,414,759,2024-05-09,5
822,635,154,2024-06-29,5
823,449,716,2024-06-02,4
824,840,967,2024-06-27,1
825,553,34,2024-05-20,3
826,519,497,2024-07-02,3
827,877,783,2024-08-29,2
828,191,310,2024-05-14,3
829,43,100,2024-08-26,1
830,425,819,2024-05-20,2
831,454,100,2024-07-04,2
832,494,479,2024-08-23,1
833,897,267,2024-05-04,1
834,198,523,2024-05-06,3
835,951,520,2024-08-05,5
836,617,895,2024-07-02,2
837,581,868,2024-07-27,3
838,445,997,2024-08-09,3
839,911,685,2024-08-01,4
840,297,478,2024-05-23,4
841,783,656,2024-05-29,1
842,70,68,2024-07-22,4
843,431,453,2024-07-25,3
844,466,361,2024-06-05,2
845,388,912,2024-07-17,5
846,67,407,2024-08-24,1
847,564,39,2024-07-06,2
848,234,719,2024-08-08,3
849,227,143,2024-05-27,4
850,953,413,2024-07-09,1
851,362,273,2024-06-04,2
852,32,354,2024-05-06,3
853,971,382,2024-07-13,5
854,806,858,2024-07-08,1
855,856,37,2024-08-25,1
856,767,27,2024-07-12,4
857,894,552,2024-06-11,5
858,968,163,2024-06-20,3
859,670,913,2024-08-13,4
860,187,641,2024-05-30,1
861,103,554,2024-06-29,1
862,638,690,2024-08-27,1
863,178,349,2024-08-08,5
864,666,284,2024-05-25,5
865,974,770,2024-05-11,3
866,541,421,2024-05-25,2
867,531,28,2024-08-02,5
868,724,138,2024-07-01,2
869,677,477,2024-08-10,1
870,674,945,2024-06-18,4
871,491,120,2024-05-13,3
872,820,865,2024-08-13,2
873,601,302,2024-07-28,5
874,180,98,2024-06-16,5
875,2,140,2024-07-02,2
876,221,752,2024-07-26,3
877,136,213,2024-05-20,5
878,24,56,2024-05-09,3
879,214,725,2024-07-21,3
880,222,231,2024-05-29,3
881,513,121,2024-08-07,1
882,857,418,2024-06-27,4
883,555,438,2024-07-11,3
884,545,210,2024-08-12,5
885,831,255,2024-08-08,5
886,267,869,2024-08-29,1
887,65,711,2024-06-13,5
888,858,581,2024-07-31,5
889,344,688,2024-05-13,4
890,882,630,2024-06-13,4
891,548,30,2024-08-12,1
892,637,856,2024-08-18,2
893,409,729,2024-08-06,3
894,108,810,2024-05-21,4
895,147,211,2024-07-06,2
896,448,388,2024-06-06,5
897,787,934,2024-06-08,2
898,743,925,2024-07-30,4
899,157,53,2024-06-25,3
900,862,577,2024-08-08,2
901,694,452,2024-08-19,4
902,818,938,2024-08-28,4
903,656,342,2024-06-16,5
904,154,717,2024-07-11,4
905,346,194,2024-08-28,3
906,69,46,2024-08-07,4
907,371,961,2024-06-30,1
908,959,313,2024-07-27,2
909,420,727,2024-05-26,5
910,132,911,2024-06-11,3
911,197,880,2024-07-24,5
912,812,623,2024-07-15,2
913,991,254,2024-05-21,2
914,210,856,2024-07-27,2
915,676,859,2024-07-29,1
916,695,585,2024-07-07,2
917,723,788,2024-06-24,2
918,364,239,2024-05-10,4
919,521,172,2024-07-20,5
920,458,379,2024-05-03,5
921,940,476,2024-07-01,1
922,574,868,2024-07-24,2
923,672,384,2024-08-09,1
924,715,895,2024-05-26,3
925,592,864,2024-05-10,2
926,510,107,2024-06-16,5
927,12,795,2024-06-15,1
928,198,969,2024-05-15,4
929,456,531,2024-07-06,4
930,73,53,2024-06-23,1
