payment_id,order_id,payment_method,payment_status,payment_date
351,351,Debit Card,Pending,2024-01-04
352,352,PayPal,Failed,2024-06-15
353,353,Credit Card,Pending,2024-01-17
354,354,Bank Transfer,Pending,2024-01-29
355,355,Credit Card,Completed,2024-01-02
356,356,Credit Card,Failed,2024-05-30
357,357,Debit Card,Pending,2024-02-12
358,358,PayPal,Pending,2024-05-08
359,359,Debit Card,Pending,2024-03-02
360,360,UPI,Completed,2024-07-04
361,361,UPI,Failed,2024-02-23
362,362,UPI,Pending,2024-04-02
363,363,Credit Card,Failed,2024-05-14
364,364,PayPal,Completed,2024-07-15
365,365,PayPal,Completed,2024-05-18
366,366,Credit Card,Failed,2024-02-22
367,367,Bank Transfer,Failed,2024-01-18
368,368,Bank Transfer,Completed,2024-07-02
369,369,Debit Card,Failed,2024-05-13
370,370,Bank Transfer,Pending,2024-05-14
371,371,Bank Transfer,Pending,2024-06-18
372,372,PayPal,Completed,2024-03-06
373,373,PayPal,Pending,2024-07-13
374,374,Credit Card,Pending,2024-02-11
375,375,UPI,Completed,2024-06-11
376,376,UPI,Pending,2024-04-25
377,377,Bank Transfer,Pending,2024-04-10
378,378,UPI,Completed,2024-07-05
379,379,PayPal,Failed,2024-03-23
380,380,Debit Card,Completed,2024-06-29
381,381,PayPal,Failed,2024-06-13
382,382,Credit Card,Completed,2024-04-09
383,383,Bank Transfer,Pending,2024-01-26
384,384,Credit Card,Pending,2024-02-25
385,385,Bank Transfer,Pending,2024-04-18
386,386,UPI,Pending,2024-01-03
387,387,Debit Card,Failed,2024-05-04
388,388,PayPal,Failed,2024-04-27
389,389,Debit Card,Failed,2024-06-28
390,390,UPI,Completed,2024-06-26
391,391,Bank Transfer,Failed,2024-05-06
392,392,Debit Card,Completed,2024-06-24
393,393,PayPal,Pending,2024-05-15
394,394,PayPal,Pending,2024-06-18
395,395,PayPal,Completed,2024-05-10
396,396,Bank Transfer,Pending,2024-02-07
397,397,Credit Card,Failed,2024-03-02
398,398,Bank Transfer,Completed,2024-04-10
399,399,PayPal,Pending,2024-03-30
400,400,Bank Transfer,Failed,2024-01-08
401,401,Debit Card,Failed,2024-03-31
402,402,PayPal,Pending,2024-03-18
403,403,PayPal,Failed,2024-01-31
404,404,Credit Card,Pending,2024-01-14
405,405,Credit Card,Pending,2024-02-14
406,406,Debit Card,Completed,2024-03-07
407,407,Credit Card,Failed,2024-05-24
408,408,Debit Card,Pending,2024-07-08
409,409,Debit Card,Failed,2024-07-14
410,410,UPI,Failed,2024-02-17
411,411,Credit Card,Failed,2024-02-12
412,412,UPI,Pending,2024-02-03
413,413,Credit Card,Pending,2024-05-30
414,414,Bank Transfer,Failed,2024-04-30
415,415,UPI,Failed,2024-04-19
416,416,UPI,Completed,2024-05-17
417,417,Bank Transfer,Failed,2024-01-18
418,418,UPI,Failed,2024-05-12
419,419,UPI,Pending,2024-06-09
420,420,PayPal,Pending,2024-04-27
421,421,PayPal,Completed,2024-05-17
422,422,UPI,Completed,2024-02-27
423,423,PayPal,Completed,2024-06-19
424,424,PayPal,Pending,2024-05-08
425,425,Bank Transfer,Completed,2024-06-20
426,426,Bank Transfer,Pending,2024-06-01
427,427,Debit Card,Completed,2024-04-01
428,428,Debit Card,Completed,2024-03-12
429,429,Bank Transfer,Completed,2024-01-25
430,430,UPI,Completed,2024-05-23
431,431,PayPal,Failed,2024-05-26
432,432,Bank Transfer,Completed,2024-03-16
433,433,PayPal,Failed,2024-03-15
434,434,UPI,Completed,2024-06-25
435,435,Debit Card,Completed,2024-05-22
436,436,Credit Card,Failed,2024-06-10
437,437,Debit Card,Failed,2024-04-01
438,438,UPI,Failed,2024-02-21
439,439,UPI,Completed,2024-03-31
440,440,PayPal,Failed,2024-06-17
441,441,Bank Transfer,Completed,2024-04-28
442,442,PayPal,Completed,2024-07-18
443,443,Debit Card,Completed,2024-01-06
444,444,Debit Card,Failed,2024-01-15
445,445,Debit Card,Pending,2024-02-19
446,446,Credit Card,Pending,2024-01-07
447,447,Bank Transfer,Failed,2024-02-07
448,448,UPI,Failed,2024-03-15
449,449,Debit Card,Completed,2024-02-03
450,450,Credit Card,Completed,2024-01-03
451,451,Bank Transfer,Completed,2024-03-09
452,452,Debit Card,Completed,2024-05-28
453,453,UPI,Pending,2024-06-16
454,454,PayPal,Pending,2024-01-04
455,455,Bank Transfer,Failed,2024-07-11
456,456,Debit Card,Completed,2024-02-22
457,457,UPI,Completed,2024-04-21
458,458,Credit Card,Completed,2024-05-20
459,459,Debit Card,Pending,2024-03-15
460,460,Debit Card,Completed,2024-05-17
461,461,Bank Transfer,Pending,2024-05-16
462,462,UPI,Pending,2024-03-29
463,463,Debit Card,Pending,2024-02-07
464,464,Debit Card,Failed,2024-03-01
465,465,Credit Card,Pending,2024-02-12
466,466,Credit Card,Pending,2024-04-19
467,467,Debit Card,Pending,2024-01-07
468,468,Credit Card,Pending,2024-05-11
469,469,UPI,Failed,2024-03-02
470,470,UPI,Failed,2024-05-21
471,471,Credit Card,Completed,2024-04-08
472,472,PayPal,Failed,2024-03-08
473,473,Debit Card,Completed,2024-04-02
474,474,Credit Card,Failed,2024-01-28
475,475,PayPal,Completed,2024-01-17
476,476,Bank Transfer,Pending,2024-05-05
477,477,Debit Card,Completed,2024-07-15
478,478,PayPal,Pending,2024-03-26
479,479,Credit Card,Pending,2024-03-24
480,480,Credit Card,Completed,2024-07-07
481,481,Bank Transfer,Failed,2024-06-14
482,482,Debit Card,Failed,2024-05-30
483,483,UPI,Pending,2024-06-13
484,484,Debit Card,Failed,2024-05-13
485,485,Credit Card,Completed,2024-07-10
486,486,UPI,Completed,2024-02-28
487,487,UPI,Failed,2024-04-05
488,488,UPI,Failed,2024-02-24
489,489,UPI,Failed,2024-06-27
490,490,Bank Transfer,Failed,2024-03-15
491,491,Bank Transfer,Pending,2024-04-10
492,492,Credit Card,Pending,2024-03-04
493,493,Bank Transfer,Pending,2024-06-12
494,494,Bank Transfer,Completed,2024-02-26
495,495,Credit Card,Failed,2024-06-25
496,496,UPI,Completed,2024-06-26
497,497,Credit Card,Completed,2024-04-26
498,498,Debit Card,Pending,2024-06-18
499,499,UPI,Completed,2024-03-30
500,500,Credit Card,Completed,2024-04-16
501,501,Bank Transfer,Pending,2024-07-17
502,502,Bank Transfer,Completed,2024-03-07
503,503,UPI,Failed,2024-03-21
504,504,PayPal,Pending,2024-03-23
505,505,Bank Transfer,Pending,2024-03-14
506,506,PayPal,Completed,2024-03-07
507,507,Credit Card,Pending,2024-06-19
508,508,PayPal,Completed,2024-03-17
509,509,PayPal,Completed,2024-01-23
510,510,PayPal,Pending,2024-02-13
511,511,PayPal,Pending,2024-05-24
512,512,Debit Card,Pending,2024-06-14
513,513,Debit Card,Completed,2024-03-26
514,514,Bank Transfer,Failed,2024-03-27
515,515,UPI,Pending,2024-03-04
516,516,Credit Card,Completed,2024-06-24
517,517,PayPal,Pending,2024-01-21
518,518,Credit Card,Failed,2024-01-02
519,519,Bank Transfer,Pending,2024-04-21
520,520,PayPal,Pending,2024-04-21
521,521,PayPal,Failed,2024-06-15
522,522,PayPal,Failed,2024-04-09
523,523,Bank Transfer,Failed,2024-04-17
524,524,Debit Card,Pending,2024-03-16
525,525,Credit Card,Completed,2024-04-02
526,526,UPI,Pending,2024-03-06
527,527,Credit Card,Failed,2024-05-17
528,528,PayPal,Pending,2024-06-23
529,529,Debit Card,Completed,2024-05-04
530,530,UPI,Failed,2024-02-06
531,531,Bank Transfer,Completed,2024-04-09
532,532,Debit Card,Failed,2024-02-11
533,533,PayPal,Failed,2024-01-22
534,534,PayPal,Completed,2024-01-10
535,535,PayPal,Failed,2024-04-01
536,536,PayPal,Failed,2024-04-22
537,537,PayPal,Failed,2024-06-21
538,538,UPI,Completed,2024-05-11
539,539,PayPal,Failed,2024-07-14
540,540,UPI,Failed,2024-06-28
541,541,Debit Card,Failed,2024-03-15
542,542,UPI,Pending,2024-05-10
543,543,PayPal,Completed,2024-03-22
544,544,Credit Card,Failed,2024-06-19
545,545,Bank Transfer,Pending,2024-01-01
546,546,PayPal,Completed,2024-01-30
547,547,Credit Card,Pending,2024-01-19
548,548,UPI,Pending,2024-01-09
549,549,Bank Transfer,Failed,2024-03-17
550,550,PayPal,Pending,2024-01-24
551,551,Debit Card,Failed,2024-01-12
552,552,Credit Card,Failed,2024-04-22
553,553,Credit Card,Completed,2024-01-16
554,554,Debit Card,Completed,2024-01-01
555,555,Debit Card,Failed,2024-06-02
556,556,PayPal,Failed,2024-04-01
557,557,Credit Card,Completed,2024-04-26
558,558,Debit Card,Completed,2024-04-15
559,559,PayPal,Failed,2024-03-02
560,560,Debit Card,Pending,2024-06-04
561,561,PayPal,Pending,2024-02-22
562,562,Bank Transfer,Pending,2024-03-31
563,563,PayPal,Completed,2024-02-25
564,564,UPI,Completed,2024-04-03
565,565,Bank Transfer,Failed,2024-06-07
566,566,UPI,Completed,2024-06-22
567,567,Credit Card,Failed,2024-04-14
568,568,PayPal,Completed,2024-04-03
569,569,PayPal,Completed,2024-01-16
570,570,Debit Card,Completed,2024-05-27
571,571,Bank Transfer,Pending,2024-06-28
572,572,Bank Transfer,Completed,2024-07-09
573,573,Bank Transfer,Completed,2024-04-23
574,574,Debit Card,Completed,2024-05-06
575,575,PayPal,Pending,2024-02-23
576,576,UPI,Failed,2024-01-24
577,577,Credit Card,Completed,2024-01-04
578,578,UPI,Failed,2024-05-02
579,579,Bank Transfer,Completed,2024-06-25
580,580,Bank Transfer,Pending,2024-04-08
581,581,PayPal,Completed,2024-05-30
582,582,Bank Transfer,Failed,2024-01-02
583,583,Credit Card,Failed,2024-01-11
584,584,Credit Card,Completed,2024-01-24
585,585,Debit Card,Pending,2024-01-30
586,586,PayPal,Failed,2024-02-27
587,587,UPI,Completed,2024-02-06
588,588,UPI,Completed,2024-07-13
589,589,Bank Transfer,Failed,2024-01-21
590,590,Bank Transfer,Pending,2024-01-10
591,591,Credit Card,Pending,2024-03-27
592,592,Bank Transfer,Completed,2024-02-16
593,593,UPI,Completed,2024-04-24
594,594,UPI,Failed,2024-07-03
595,595,PayPal,Failed,2024-02-28
596,596,Debit Card,Completed,2024-07-04
597,597,PayPal,Pending,2024-01-05
598,598,Debit Card,Completed,2024-03-06
599,599,Bank Transfer,Completed,2024-05-12
600,600,PayPal,Failed,2024-07-16
601,601,Debit Card,Completed,2024-02-02
602,602,PayPal,Pending,2024-03-18
603,603,Bank Transfer,Failed,2024-02-27
604,604,Bank Transfer,Completed,2024-06-25
605,605,PayPal,Completed,2024-02-12
606,606,PayPal,Pending,2024-07-18
607,607,Credit Card,Completed,2024-01-24
608,608,Debit Card,Failed,2024-03-01
609,609,Debit Card,Pending,2024-05-07
610,610,Debit Card,Completed,2024-07-15
611,611,Bank Transfer,Completed,2024-01-23
612,612,Credit Card,Completed,2024-07-07
613,613,Bank Transfer,Pending,2024-04-15
614,614,UPI,Pending,2024-05-29
615,615,UPI,Pending,2024-01-08
616,616,Credit Card,Completed,2024-01-13
617,617,Bank Transfer,Pending,2024-03-02
618,618,UPI,Completed,2024-05-15
619,619,PayPal,Pending,2024-03-14
620,620,Credit Card,Failed,2024-01-18
621,621,Debit Card,Pending,2024-02-01
622,622,PayPal,Pending,2024-01-09
623,623,PayPal,Failed,2024-02-12
624,624,UPI,Failed,2024-04-09
625,625,UPI,Failed,2024-03-08
626,626,Credit Card,Failed,2024-02-02
627,627,Bank Transfer,Completed,2024-03-02
628,628,Debit Card,Failed,2024-01-05
629,629,Bank Transfer,Failed,2024-04-24
630,630,PayPal,Completed,2024-05-21
631,631,UPI,Completed,2024-06-17
632,632,Credit Card,Completed,2024-06-07
633,633,PayPal,Pending,2024-03-16
634,634,PayPal,Completed,2024-06-10
635,635,Credit Card,Completed,2024-04-19
636,636,PayPal,Completed,2024-03-31
637,637,Debit Card,Pending,2024-05-26
638,638,UPI,Completed,2024-01-25
639,639,PayPal,Pending,2024-02-17
640,640,Credit Card,Pending,2024-06-10
641,641,Credit Card,Completed,2024-07-01
642,642,UPI,Completed,2024-02-03
643,643,UPI,Pending,2024-03-02
644,644,Credit Card,Failed,2024-03-13
645,645,Bank Transfer,Failed,2024-05-27
646,646,Credit Card,Pending,2024-06-26
647,647,PayPal,Failed,2024-02-06
648,648,Bank Transfer,Completed,2024-06-30
649,649,Credit Card,Failed,2024-04-29
650,650,Debit Card,Completed,2024-03-12
651,651,UPI,Pending,2024-02-19
652,652,Bank Transfer,Completed,2024-02-23
653,653,Bank Transfer,Pending,2024-01-14
654,654,PayPal,Completed,2024-07-18
655,655,Debit Card,Failed,2024-03-08
656,656,Bank Transfer,Completed,2024-03-20
657,657,PayPal,Failed,2024-07-14
658,658,Bank Transfer,Pending,2024-07-17
659,659,Debit Card,Failed,2024-06-09
660,660,PayPal,Pending,2024-02-22
661,661,Credit Card,Failed,2024-01-26
662,662,Debit Card,Pending,2024-04-16
663,663,PayPal,Completed,2024-06-24
664,664,PayPal,Pending,2024-04-18
665,665,UPI,Failed,2024-07-13
666,666,PayPal,Failed,2024-03-29
667,667,Debit Card,Completed,2024-03-27
668,668,Credit Card,Completed,2024-05-15
669,669,PayPal,Failed,2024-07-14
